equipment_id,timestamp,temperature,vibration,rpm,run_state
EQ-05,2026-08-07T19:08:00,75.096,2.446,2196.1,RUN
EQ-06,2026-08-07T19:08:00,65.72,2.121,1898.3,RUN
EQ-01,2026-08-07T19:09:00,62.697,1.966,1804.0,RUN
EQ-02,2026-08-07T19:09:00,68.443,2.191,2005.6,RUN
EQ-03,2026-08-07T19:09:00,62.603,1.904,1787.6,RUN
EQ-04,2026-08-07T19:09:00,56.281,1.624,1589.3,RUN
EQ-05,2026-08-07T19:09:00,75.015,2.484,2202.5,RUN
EQ-06,2026-08-07T19:09:00,65.204,1.987,1915.6,RUN
EQ-01,2026-08-07T19:10:00,62.646,1.932,1784.6,RUN
EQ-02,2026-08-07T19:10:00,68.782,2.215,2006.7,RUN
EQ-03,2026-08-07T19:10:00,62.444,2.084,1790.1,RUN
EQ-04,2026-08-07T19:10:00,57.04,1.803,1607.7,RUN
EQ-05,2026-08-07T19:10:00,74.573,2.447,2208.4,RUN
EQ-06,2026-08-07T19:10:00,65.245,2.092,1892.3,RUN
EQ-01,2026-08-07T19:11:00,62.745,2.063,1800.0,RUN
EQ-02,2026-08-07T19:11:00,68.735,2.218,1994.8,RUN
EQ-03,2026-08-07T19:11:00,62.182,2.14,1801.3,RUN
EQ-04,2026-08-07T19:11:00,56.432,1.723,1612.5,RUN
EQ-05,2026-08-07T19:11:00,74.944,2.524,2194.9,RUN
EQ-06,2026-08-07T19:11:00,65.259,2.124,1906.7,RUN
EQ-01,2026-08-07T19:12:00,61.845,1.879,1798.9,RUN
EQ-02,2026-08-07T19:12:00,68.44,2.245,1995.8,RUN
EQ-03,2026-08-07T19:12:00,62.724,2.134,1796.9,RUN
EQ-04,2026-08-07T19:12:00,57.444,2.075,1603.7,RUN
EQ-05,2026-08-07T19:12:00,74.81,2.39,2202.4,RUN
EQ-06,2026-08-07T19:12:00,65.815,2.117,1895.7,RUN
EQ-01,2026-08-07T19:13:00,61.854,2.06,1804.5,RUN
EQ-02,2026-08-07T19:13:00,68.506,2.153,2004.0,RUN
EQ-03,2026-08-07T19:13:00,62.77,2.044,1807.4,RUN
EQ-04,2026-08-07T19:13:00,56.624,1.95,1597.7,RUN
EQ-05,2026-08-07T19:13:00,74.887,2.274,2196.1,RUN
EQ-06,2026-08-07T19:13:00,65.559,2.165,1907.3,RUN
EQ-01,2026-08-07T19:14:00,62.449,1.887,1802.6,RUN
EQ-02,2026-08-07T19:14:00,68.346,2.354,1998.4,RUN
EQ-03,2026-08-07T19:14:00,62.781,1.989,1796.9,RUN
EQ-04,2026-08-07T19:14:00,57.071,1.747,1598.0,RUN
EQ-05,2026-08-07T19:14:00,74.537,2.403,2193.4,RUN
EQ-06,2026-08-07T19:14:00,65.126,2.294,1908.0,RUN
EQ-01,2026-08-07T19:15:00,62.403,2.021,1789.2,RUN
EQ-02,2026-08-07T19:15:00,68.412,2.394,2008.5,RUN
EQ-03,2026-08-07T19:15:00,62.464,1.838,1799.5,RUN
EQ-04,2026-08-07T19:15:00,57.278,1.711,1593.8,RUN
EQ-05,2026-08-07T19:15:00,74.311,2.397,2208.2,RUN
EQ-06,2026-08-07T19:15:00,65.672,2.07,1903.0,RUN
EQ-01,2026-08-07T19:16:00,62.671,2.16,1793.5,RUN
EQ-02,2026-08-07T19:16:00,68.732,2.159,1992.8,RUN
EQ-03,2026-08-07T19:16:00,62.193,2.144,1796.4,RUN
EQ-04,2026-08-07T19:16:00,56.802,1.718,1609.4,RUN
EQ-05,2026-08-07T19:16:00,75.264,2.728,2200.2,RUN
EQ-06,2026-08-07T19:16:00,65.274,2.197,1887.7,RUN
EQ-01,2026-08-07T19:17:00,62.471,2.046,1795.2,RUN
EQ-02,2026-08-07T19:17:00,68.246,2.083,2006.5,RUN
EQ-03,2026-08-07T19:17:00,62.686,1.826,1799.1,RUN
EQ-04,2026-08-07T19:17:00,56.713,1.705,1592.0,RUN
EQ-05,2026-08-07T19:17:00,74.629,2.457,2198.7,RUN
EQ-06,2026-08-07T19:17:00,65.077,2.08,1897.5,RUN
EQ-01,2026-08-07T19:18:00,62.664,1.957,1804.4,RUN
EQ-02,2026-08-07T19:18:00,68.276,2.061,2013.4,RUN
EQ-03,2026-08-07T19:18:00,62.835,1.982,1800.3,RUN
EQ-04,2026-08-07T19:18:00,56.948,1.689,1605.6,RUN
EQ-05,2026-08-07T19:18:00,74.562,2.556,2197.8,RUN
EQ-06,2026-08-07T19:18:00,65.75,2.094,1907.2,RUN
EQ-01,2026-08-07T19:19:00,62.02,2.065,1802.2,RUN
EQ-02,2026-08-07T19:19:00,67.948,2.271,2002.4,RUN
EQ-03,2026-08-07T19:19:00,62.747,2.132,1808.0,RUN
EQ-04,2026-08-07T19:19:00,57.255,1.793,1597.2,RUN
EQ-05,2026-08-07T19:19:00,74.967,2.442,2197.7,RUN
EQ-06,2026-08-07T19:19:00,65.581,2.19,1895.9,RUN
EQ-01,2026-08-07T19:20:00,62.449,1.831,1796.3,RUN
EQ-02,2026-08-07T19:20:00,68.723,2.293,1996.2,RUN
EQ-03,2026-08-07T19:20:00,62.177,1.881,1801.8,RUN
EQ-04,2026-08-07T19:20:00,56.786,1.723,1608.1,RUN
EQ-05,2026-08-07T19:20:00,74.63,2.32,2189.8,RUN
EQ-06,2026-08-07T19:20:00,65.43,2.299,1893.4,RUN
EQ-01,2026-08-07T19:21:00,61.979,1.899,1800.9,RUN
EQ-02,2026-08-07T19:21:00,68.381,2.272,1995.3,RUN
EQ-03,2026-08-07T19:21:00,62.578,2.0,1800.5,RUN
EQ-04,2026-08-07T19:21:00,56.423,1.676,1604.0,RUN
EQ-05,2026-08-07T19:21:00,74.869,2.34,2207.4,RUN
EQ-06,2026-08-07T19:21:00,66.043,1.933,1902.2,RUN
EQ-01,2026-08-07T19:22:00,62.58,1.948,1793.7,RUN
EQ-02,2026-08-07T19:22:00,68.047,2.282,1999.0,RUN
EQ-03,2026-08-07T19:22:00,61.761,1.812,1804.5,RUN
EQ-04,2026-08-07T19:22:00,56.159,1.952,1605.3,RUN
EQ-05,2026-08-07T19:22:00,74.509,2.501,2204.1,RUN
EQ-06,2026-08-07T19:22:00,65.352,2.094,1897.9,RUN
EQ-01,2026-08-07T19:23:00,61.783,2.094,1812.3,RUN
EQ-02,2026-08-07T19:23:00,68.772,2.155,2004.1,RUN
EQ-03,2026-08-07T19:23:00,62.907,1.957,1807.9,RUN
EQ-04,2026-08-07T19:23:00,56.78,1.735,1601.0,RUN
EQ-05,2026-08-07T19:23:00,74.945,2.563,2188.3,RUN
EQ-06,2026-08-07T19:23:00,65.041,2.099,1893.6,RUN
EQ-01,2026-08-07T19:24:00,62.558,2.049,1803.4,RUN
EQ-02,2026-08-07T19:24:00,68.445,1.984,1991.0,RUN
EQ-03,2026-08-07T19:24:00,62.494,1.881,1792.0,RUN
EQ-04,2026-08-07T19:24:00,56.303,1.733,1610.0,RUN
EQ-05,2026-08-07T19:24:00,75.115,2.543,2200.7,RUN
EQ-06,2026-08-07T19:24:00,65.601,2.238,1894.8,RUN
EQ-01,2026-08-07T19:25:00,61.918,2.064,1804.7,RUN
EQ-02,2026-08-07T19:25:00,68.198,2.163,1998.1,RUN
EQ-03,2026-08-07T19:25:00,62.5,1.906,1796.0,RUN
EQ-04,2026-08-07T19:25:00,56.976,1.998,1590.3,RUN
EQ-05,2026-08-07T19:25:00,74.835,2.496,2203.3,RUN
EQ-06,2026-08-07T19:25:00,65.835,1.954,1901.2,RUN
EQ-01,2026-08-07T19:26:00,62.294,1.997,1808.3,RUN
EQ-02,2026-08-07T19:26:00,68.766,2.421,2000.8,RUN
EQ-03,2026-08-07T19:26:00,62.968,2.069,1801.2,RUN
EQ-04,2026-08-07T19:26:00,57.089,2.024,1589.6,RUN
EQ-05,2026-08-07T19:26:00,74.401,2.533,2201.1,RUN
EQ-06,2026-08-07T19:26:00,65.713,2.323,1903.9,RUN
EQ-01,2026-08-07T19:27:00,62.738,1.905,1806.1,RUN
EQ-02,2026-08-07T19:27:00,68.33,2.255,2009.3,RUN
EQ-03,2026-08-07T19:27:00,62.217,2.08,1800.0,RUN
EQ-04,2026-08-07T19:27:00,56.848,1.909,1590.8,RUN
EQ-05,2026-08-07T19:27:00,74.898,2.521,2203.9,RUN
EQ-06,2026-08-07T19:27:00,65.611,2.014,1892.9,RUN
EQ-01,2026-08-07T19:28:00,62.5,2.179,1800.2,RUN
EQ-02,2026-08-07T19:28:00,67.896,2.274,2011.2,RUN
EQ-03,2026-08-07T19:28:00,62.461,1.932,1796.3,RUN
EQ-04,2026-08-07T19:28:00,56.619,1.828,1597.2,RUN
EQ-05,2026-08-07T19:28:00,74.497,2.508,2205.7,RUN
EQ-06,2026-08-07T19:28:00,65.121,2.067,1904.1,RUN
EQ-01,2026-08-07T19:29:00,61.841,1.916,1798.9,RUN
EQ-02,2026-08-07T19:29:00,68.777,2.331,1999.2,RUN
EQ-03,2026-08-07T19:29:00,62.115,2.034,1788.3,RUN
EQ-04,2026-08-07T19:29:00,56.852,1.716,1595.7,RUN
EQ-05,2026-08-07T19:29:00,74.829,2.527,2199.5,RUN
EQ-06,2026-08-07T19:29:00,64.923,2.112,1896.4,RUN
EQ-01,2026-08-07T19:30:00,62.177,2.05,1807.7,RUN
EQ-02,2026-08-07T19:30:00,68.144,2.122,1993.3,RUN
EQ-03,2026-08-07T19:30:00,61.889,1.946,1798.3,RUN
EQ-04,2026-08-07T19:30:00,56.642,1.927,1596.8,RUN
EQ-05,2026-08-07T19:30:00,74.075,2.498,2201.4,RUN
EQ-06,2026-08-07T19:30:00,65.4,2.164,1907.5,RUN
EQ-01,2026-08-07T19:31:00,61.883,1.987,1800.2,RUN
EQ-02,2026-08-07T19:31:00,69.491,2.25,2000.8,RUN
EQ-03,2026-08-07T19:31:00,62.506,1.958,1802.2,RUN
EQ-04,2026-08-07T19:31:00,56.536,1.738,1609.9,RUN
EQ-05,2026-08-07T19:31:00,75.07,2.405,2196.2,RUN
EQ-06,2026-08-07T19:31:00,65.05,2.204,1905.5,RUN
EQ-01,2026-08-07T19:32:00,61.811,2.068,1795.5,RUN
EQ-02,2026-08-07T19:32:00,68.273,2.284,2001.1,RUN
EQ-03,2026-08-07T19:32:00,62.486,1.862,1808.6,RUN
EQ-04,2026-08-07T19:32:00,56.471,1.629,1596.3,RUN
EQ-05,2026-08-07T19:32:00,74.836,2.469,2213.9,RUN
EQ-06,2026-08-07T19:32:00,65.22,2.02,1901.7,RUN
EQ-01,2026-08-07T19:33:00,62.442,1.927,1811.8,RUN
EQ-02,2026-08-07T19:33:00,67.72,2.111,2007.1,RUN
EQ-03,2026-08-07T19:33:00,61.657,1.938,1800.2,RUN
EQ-04,2026-08-07T19:33:00,56.66,1.75,1605.5,RUN
EQ-05,2026-08-07T19:33:00,74.806,2.723,2211.2,RUN
EQ-06,2026-08-07T19:33:00,65.315,1.97,1900.8,RUN
EQ-01,2026-08-07T19:34:00,62.592,2.126,1794.4,RUN
EQ-02,2026-08-07T19:34:00,69.035,2.267,1997.3,RUN
EQ-03,2026-08-07T19:34:00,62.652,1.764,1800.0,RUN
EQ-04,2026-08-07T19:34:00,56.622,1.668,1600.5,RUN
EQ-05,2026-08-07T19:34:00,75.083,2.52,2195.8,RUN
EQ-06,2026-08-07T19:34:00,65.755,1.909,1911.9,RUN
EQ-01,2026-08-07T19:35:00,62.547,2.165,1789.6,RUN
EQ-02,2026-08-07T19:35:00,68.398,2.378,1994.1,RUN
EQ-03,2026-08-07T19:35:00,62.378,2.254,1795.3,RUN
EQ-04,2026-08-07T19:35:00,57.047,1.704,1606.6,RUN
EQ-05,2026-08-07T19:35:00,74.137,2.606,2199.9,RUN
EQ-06,2026-08-07T19:35:00,65.716,2.036,1902.2,RUN
EQ-01,2026-08-07T19:36:00,62.599,2.119,1806.0,RUN
EQ-02,2026-08-07T19:36:00,68.503,2.175,1999.9,RUN
EQ-03,2026-08-07T19:36:00,62.652,2.145,1800.0,RUN
EQ-04,2026-08-07T19:36:00,56.808,1.969,1602.2,RUN
EQ-05,2026-08-07T19:36:00,74.44,2.41,2195.1,RUN
EQ-06,2026-08-07T19:36:00,64.814,2.274,1904.2,RUN
EQ-01,2026-08-07T19:37:00,62.38,2.019,1795.6,RUN
EQ-02,2026-08-07T19:37:00,68.543,2.016,1998.0,RUN
EQ-03,2026-08-07T19:37:00,62.466,2.295,1797.0,RUN
EQ-04,2026-08-07T19:37:00,56.14,1.976,1602.2,RUN
EQ-05,2026-08-07T19:37:00,74.585,2.448,2207.9,RUN
EQ-06,2026-08-07T19:37:00,65.718,2.008,1914.0,RUN
EQ-01,2026-08-07T19:38:00,62.284,1.948,1802.6,RUN
EQ-02,2026-08-07T19:38:00,67.929,2.244,1997.8,RUN
EQ-03,2026-08-07T19:38:00,62.746,2.137,1803.4,RUN
EQ-04,2026-08-07T19:38:00,56.775,1.717,1598.3,RUN
EQ-05,2026-08-07T19:38:00,73.919,2.348,2202.7,RUN
EQ-06,2026-08-07T19:38:00,65.328,2.039,1902.4,RUN
EQ-01,2026-08-07T19:39:00,62.0,2.339,1810.9,RUN
EQ-02,2026-08-07T19:39:00,67.643,2.144,1994.8,RUN
EQ-03,2026-08-07T19:39:00,62.782,2.038,1802.7,RUN
EQ-04,2026-08-07T19:39:00,56.629,1.721,1594.5,RUN
EQ-05,2026-08-07T19:39:00,74.798,2.39,2199.7,RUN
EQ-06,2026-08-07T19:39:00,65.163,1.961,1902.8,RUN
EQ-01,2026-08-07T19:40:00,62.218,1.881,1791.8,RUN
EQ-02,2026-08-07T19:40:00,69.081,2.245,1992.5,RUN
EQ-03,2026-08-07T19:40:00,62.442,1.739,1808.5,RUN
EQ-04,2026-08-07T19:40:00,56.691,1.697,1590.5,RUN
EQ-05,2026-08-07T19:40:00,74.332,2.546,2205.0,RUN
EQ-06,2026-08-07T19:40:00,65.403,2.038,1897.5,RUN
EQ-01,2026-08-07T19:41:00,61.905,2.106,1799.8,RUN
EQ-02,2026-08-07T19:41:00,67.846,2.122,2003.7,RUN
EQ-03,2026-08-07T19:41:00,62.691,2.126,1801.7,RUN
EQ-04,2026-08-07T19:41:00,56.502,2.011,1603.7,RUN
EQ-05,2026-08-07T19:41:00,75.136,2.331,2196.0,RUN
EQ-06,2026-08-07T19:41:00,65.214,2.007,1890.0,RUN
EQ-01,2026-08-07T19:42:00,62.068,2.04,1808.9,RUN
EQ-02,2026-08-07T19:42:00,68.962,2.23,2001.6,RUN
EQ-03,2026-08-07T19:42:00,62.673,2.163,1803.2,RUN
EQ-04,2026-08-07T19:42:00,56.597,1.987,1611.3,RUN
EQ-05,2026-08-07T19:42:00,74.391,2.684,2197.4,RUN
EQ-06,2026-08-07T19:42:00,65.101,1.979,1900.0,RUN
EQ-01,2026-08-07T19:43:00,62.391,1.992,1804.1,RUN
EQ-02,2026-08-07T19:43:00,68.569,2.37,1995.2,RUN
EQ-03,2026-08-07T19:43:00,61.946,1.865,1791.8,RUN
EQ-04,2026-08-07T19:43:00,57.157,1.722,1596.7,RUN
EQ-05,2026-08-07T19:43:00,75.084,2.488,2195.3,RUN
EQ-06,2026-08-07T19:43:00,65.475,2.09,1896.8,RUN
EQ-01,2026-08-07T19:44:00,62.314,2.022,1798.9,RUN
EQ-02,2026-08-07T19:44:00,68.442,2.22,2004.9,RUN
EQ-03,2026-08-07T19:44:00,62.047,2.069,1802.0,RUN
EQ-04,2026-08-07T19:44:00,56.448,1.933,1599.9,RUN
EQ-05,2026-08-07T19:44:00,74.344,2.675,2206.9,RUN
EQ-06,2026-08-07T19:44:00,65.551,2.009,1899.7,RUN
EQ-01,2026-08-07T19:45:00,63.424,1.939,1814.3,RUN
EQ-02,2026-08-07T19:45:00,68.213,2.025,1988.9,RUN
EQ-03,2026-08-07T19:45:00,61.998,2.02,1804.4,RUN
EQ-04,2026-08-07T19:45:00,56.349,1.832,1593.8,RUN
EQ-05,2026-08-07T19:45:00,75.097,2.617,2195.7,RUN
EQ-06,2026-08-07T19:45:00,65.635,1.947,1908.1,RUN
EQ-01,2026-08-07T19:46:00,61.876,2.051,1799.4,RUN
EQ-02,2026-08-07T19:46:00,69.18,2.268,1997.6,RUN
EQ-03,2026-08-07T19:46:00,62.58,1.993,1800.7,RUN
EQ-04,2026-08-07T19:46:00,56.323,1.851,1599.2,RUN
EQ-05,2026-08-07T19:46:00,74.596,2.492,2194.4,RUN
EQ-06,2026-08-07T19:46:00,65.297,2.197,1895.0,RUN
EQ-01,2026-08-07T19:47:00,62.299,2.038,1802.4,RUN
EQ-02,2026-08-07T19:47:00,68.126,2.225,2001.3,RUN
EQ-03,2026-08-07T19:47:00,62.095,2.068,1799.7,RUN
EQ-04,2026-08-07T19:47:00,56.19,1.876,1598.0,RUN
EQ-05,2026-08-07T19:47:00,74.434,2.36,2205.5,RUN
EQ-06,2026-08-07T19:47:00,66.087,2.262,1888.6,RUN
EQ-01,2026-08-07T19:48:00,61.841,2.321,1809.9,RUN
EQ-02,2026-08-07T19:48:00,68.131,2.248,2006.6,RUN
EQ-03,2026-08-07T19:48:00,61.628,2.058,1798.9,RUN
EQ-04,2026-08-07T19:48:00,56.77,1.775,1595.9,RUN
EQ-05,2026-08-07T19:48:00,75.301,2.417,2185.8,RUN
EQ-06,2026-08-07T19:48:00,65.519,2.153,1889.8,RUN
EQ-01,2026-08-07T19:49:00,62.199,2.128,1805.9,RUN
EQ-02,2026-08-07T19:49:00,68.595,2.34,1996.7,RUN
EQ-03,2026-08-07T19:49:00,61.982,1.882,1809.9,RUN
EQ-04,2026-08-07T19:49:00,56.967,1.765,1593.9,RUN
EQ-05,2026-08-07T19:49:00,75.003,2.466,2201.1,RUN
EQ-06,2026-08-07T19:49:00,65.242,2.305,1894.3,RUN
EQ-01,2026-08-07T19:50:00,62.209,2.062,1807.9,RUN
EQ-02,2026-08-07T19:50:00,68.12,2.16,2006.7,RUN
EQ-03,2026-08-07T19:50:00,62.197,2.118,1790.2,RUN
EQ-04,2026-08-07T19:50:00,56.343,1.999,1606.1,RUN
EQ-05,2026-08-07T19:50:00,74.608,2.453,2202.2,RUN
EQ-06,2026-08-07T19:50:00,65.716,2.07,1891.8,RUN
EQ-01,2026-08-07T19:51:00,62.622,2.069,1794.6,RUN
EQ-02,2026-08-07T19:51:00,67.998,2.188,1996.1,RUN
EQ-03,2026-08-07T19:51:00,62.487,1.827,1807.5,RUN
EQ-04,2026-08-07T19:51:00,56.732,1.802,1606.1,RUN
EQ-05,2026-08-07T19:51:00,74.07,2.494,2203.2,RUN
EQ-06,2026-08-07T19:51:00,64.958,2.095,1899.4,RUN
EQ-01,2026-08-07T19:52:00,62.165,2.221,1807.4,RUN
EQ-02,2026-08-07T19:52:00,68.327,2.099,2004.9,RUN
EQ-03,2026-08-07T19:52:00,62.775,2.06,1802.4,RUN
EQ-04,2026-08-07T19:52:00,56.905,1.849,1608.5,RUN
EQ-05,2026-08-07T19:52:00,74.319,2.699,2192.7,RUN
EQ-06,2026-08-07T19:52:00,64.93,2.143,1889.1,RUN
EQ-01,2026-08-07T19:53:00,62.251,1.884,1801.0,RUN
EQ-02,2026-08-07T19:53:00,68.584,2.246,2010.1,RUN
EQ-03,2026-08-07T19:53:00,62.651,2.037,1797.1,RUN
EQ-04,2026-08-07T19:53:00,56.617,2.027,1605.0,RUN
EQ-05,2026-08-07T19:53:00,74.695,2.407,2204.5,RUN
EQ-06,2026-08-07T19:53:00,65.383,2.197,1896.0,RUN
EQ-01,2026-08-07T19:54:00,62.163,1.978,1795.5,RUN
EQ-02,2026-08-07T19:54:00,68.997,2.243,1994.0,RUN
EQ-03,2026-08-07T19:54:00,62.376,1.911,1803.2,RUN
EQ-04,2026-08-07T19:54:00,56.54,1.865,1594.6,RUN
EQ-05,2026-08-07T19:54:00,74.445,2.351,2187.0,RUN
EQ-06,2026-08-07T19:54:00,64.58,2.294,1893.3,RUN
EQ-01,2026-08-07T19:55:00,61.819,1.771,1801.3,RUN
EQ-02,2026-08-07T19:55:00,69.064,2.192,2000.9,RUN
EQ-03,2026-08-07T19:55:00,62.02,2.151,1802.5,RUN
EQ-04,2026-08-07T19:55:00,56.299,1.813,1596.3,RUN
EQ-05,2026-08-07T19:55:00,74.306,2.525,2197.3,RUN
EQ-06,2026-08-07T19:55:00,65.164,2.297,1896.2,RUN
EQ-01,2026-08-07T19:56:00,62.077,2.067,1801.1,RUN
EQ-02,2026-08-07T19:56:00,67.704,2.312,2003.2,RUN
EQ-03,2026-08-07T19:56:00,61.604,1.774,1794.1,RUN
EQ-04,2026-08-07T19:56:00,56.743,1.755,1602.0,RUN
EQ-05,2026-08-07T19:56:00,74.587,2.507,2198.4,RUN
EQ-06,2026-08-07T19:56:00,65.446,2.206,1910.3,RUN
EQ-01,2026-08-07T19:57:00,62.168,2.102,1811.2,RUN
EQ-02,2026-08-07T19:57:00,68.692,2.098,1992.5,RUN
EQ-03,2026-08-07T19:57:00,62.131,2.034,1806.4,RUN
EQ-04,2026-08-07T19:57:00,56.438,1.716,1595.2,RUN
EQ-05,2026-08-07T19:57:00,74.945,2.35,2209.2,RUN
EQ-06,2026-08-07T19:57:00,65.73,2.518,1903.4,RUN
EQ-01,2026-08-07T19:58:00,62.323,1.881,1802.3,RUN
EQ-02,2026-08-07T19:58:00,67.978,2.238,2002.6,RUN
EQ-03,2026-08-07T19:58:00,62.197,2.025,1801.3,RUN
EQ-04,2026-08-07T19:58:00,56.727,1.836,1609.0,RUN
EQ-05,2026-08-07T19:58:00,75.264,2.599,2199.4,RUN
EQ-06,2026-08-07T19:58:00,65.252,2.178,1909.5,RUN
EQ-01,2026-08-07T19:59:00,62.489,2.172,1795.3,RUN
EQ-02,2026-08-07T19:59:00,67.992,2.295,1996.6,RUN
EQ-03,2026-08-07T19:59:00,62.328,2.191,1795.3,RUN
EQ-04,2026-08-07T19:59:00,56.333,1.728,1599.9,RUN
EQ-05,2026-08-07T19:59:00,74.31,2.259,2209.0,RUN
EQ-06,2026-08-07T19:59:00,65.732,2.122,1904.4,RUN
EQ-01,2026-08-07T20:00:00,62.207,1.914,1793.9,RUN
EQ-02,2026-08-07T20:00:00,68.126,2.158,1994.9,RUN
EQ-03,2026-08-07T20:00:00,62.602,2.08,1809.3,RUN
EQ-04,2026-08-07T20:00:00,56.622,1.767,1594.6,RUN
EQ-05,2026-08-07T20:00:00,74.398,2.591,2203.5,RUN
EQ-06,2026-08-07T20:00:00,64.82,1.962,1907.2,RUN
EQ-01,2026-08-07T20:01:00,62.196,1.959,1799.7,RUN
EQ-02,2026-08-07T20:01:00,68.099,2.058,1997.5,RUN
EQ-03,2026-08-07T20:01:00,62.52,1.734,1803.7,RUN
EQ-04,2026-08-07T20:01:00,56.885,1.587,1603.9,RUN
EQ-05,2026-08-07T20:01:00,74.991,2.609,2215.6,RUN
EQ-06,2026-08-07T20:01:00,65.355,2.1,1894.5,RUN
EQ-01,2026-08-07T20:02:00,61.678,2.014,1791.9,RUN
EQ-02,2026-08-07T20:02:00,67.932,2.019,1997.0,RUN
EQ-03,2026-08-07T20:02:00,62.313,1.945,1802.4,RUN
EQ-04,2026-08-07T20:02:00,56.669,1.856,1604.7,RUN
EQ-05,2026-08-07T20:02:00,74.252,2.717,2197.4,RUN
EQ-06,2026-08-07T20:02:00,65.62,2.117,1897.7,RUN
EQ-01,2026-08-07T20:03:00,62.465,2.191,1795.7,RUN
EQ-02,2026-08-07T20:03:00,67.488,2.241,2004.8,RUN
EQ-03,2026-08-07T20:03:00,62.137,2.195,1806.3,RUN
EQ-04,2026-08-07T20:03:00,56.273,1.707,1602.7,RUN
EQ-05,2026-08-07T20:03:00,74.426,2.429,2198.6,RUN
EQ-06,2026-08-07T20:03:00,65.779,2.265,1903.1,RUN
EQ-01,2026-08-07T20:04:00,62.028,1.897,1798.5,RUN
EQ-02,2026-08-07T20:04:00,68.804,2.426,2000.0,RUN
EQ-03,2026-08-07T20:04:00,61.739,1.982,1800.2,RUN
EQ-04,2026-08-07T20:04:00,56.108,2.038,1605.1,RUN
EQ-05,2026-08-07T20:04:00,74.657,2.482,2207.3,RUN
EQ-06,2026-08-07T20:04:00,65.086,2.074,1897.1,RUN
EQ-01,2026-08-07T20:05:00,62.529,2.035,1797.5,RUN
EQ-02,2026-08-07T20:05:00,68.608,2.15,2013.9,RUN
EQ-03,2026-08-07T20:05:00,61.987,1.867,1805.2,RUN
EQ-04,2026-08-07T20:05:00,56.512,1.708,1602.3,RUN
EQ-05,2026-08-07T20:05:00,74.998,2.488,2205.8,RUN
EQ-06,2026-08-07T20:05:00,65.61,2.039,1895.5,RUN
EQ-01,2026-08-07T20:06:00,62.724,2.093,1804.4,RUN
EQ-02,2026-08-07T20:06:00,68.284,2.277,1996.8,RUN
EQ-03,2026-08-07T20:06:00,61.926,1.994,1804.8,RUN
EQ-04,2026-08-07T20:06:00,56.969,1.761,1609.6,RUN
EQ-05,2026-08-07T20:06:00,74.054,2.396,2205.0,RUN
EQ-06,2026-08-07T20:06:00,65.845,2.1,1907.2,RUN
EQ-01,2026-08-07T20:07:00,62.193,2.068,1795.6,RUN
EQ-02,2026-08-07T20:07:00,67.947,1.932,2002.8,RUN
EQ-03,2026-08-07T20:07:00,63.167,2.201,1796.8,RUN
EQ-04,2026-08-07T20:07:00,56.755,1.797,1606.4,RUN
EQ-05,2026-08-07T20:07:00,74.53,2.492,2203.7,RUN
EQ-06,2026-08-07T20:07:00,64.996,2.118,1901.7,RUN
EQ-01,2026-08-07T20:08:00,61.897,2.073,1785.2,RUN
EQ-02,2026-08-07T20:08:00,68.713,2.268,1999.1,RUN
EQ-03,2026-08-07T20:08:00,62.953,1.898,1799.1,RUN
EQ-04,2026-08-07T20:08:00,57.166,1.757,1596.1,RUN
EQ-05,2026-08-07T20:08:00,74.224,2.514,2200.3,RUN
EQ-06,2026-08-07T20:08:00,65.515,2.192,1903.3,RUN
EQ-01,2026-08-07T20:09:00,62.245,2.091,1789.9,RUN
EQ-02,2026-08-07T20:09:00,68.255,2.092,1992.3,RUN
EQ-03,2026-08-07T20:09:00,61.81,1.874,1797.3,RUN
EQ-04,2026-08-07T20:09:00,57.429,1.589,1595.9,RUN
EQ-05,2026-08-07T20:09:00,74.998,2.512,2191.4,RUN
EQ-06,2026-08-07T20:09:00,65.028,2.289,1889.9,RUN
EQ-01,2026-08-07T20:10:00,62.368,1.933,1799.9,RUN
EQ-02,2026-08-07T20:10:00,68.071,2.176,2009.5,RUN
EQ-03,2026-08-07T20:10:00,62.384,1.973,1808.4,RUN
EQ-04,2026-08-07T20:10:00,56.431,1.812,1599.3,RUN
EQ-05,2026-08-07T20:10:00,74.718,2.574,2191.9,RUN
EQ-06,2026-08-07T20:10:00,65.198,1.968,1893.4,RUN
EQ-01,2026-08-07T20:11:00,62.132,2.203,1796.5,RUN
EQ-02,2026-08-07T20:11:00,67.693,2.232,2000.7,RUN
EQ-03,2026-08-07T20:11:00,61.769,1.922,1791.2,RUN
EQ-04,2026-08-07T20:11:00,56.684,1.863,1599.9,RUN
EQ-05,2026-08-07T20:11:00,74.504,2.554,2202.5,RUN
EQ-06,2026-08-07T20:11:00,65.741,2.281,1898.4,RUN
EQ-01,2026-08-07T20:12:00,62.04,1.987,1792.6,RUN
EQ-02,2026-08-07T20:12:00,68.452,2.024,1995.3,RUN
EQ-03,2026-08-07T20:12:00,62.316,2.088,1802.1,RUN
EQ-04,2026-08-07T20:12:00,56.456,1.767,1595.9,RUN
EQ-05,2026-08-07T20:12:00,74.492,2.46,2192.4,RUN
EQ-06,2026-08-07T20:12:00,64.858,2.02,1897.0,RUN
EQ-01,2026-08-07T20:13:00,62.431,1.971,1811.8,RUN
EQ-02,2026-08-07T20:13:00,68.143,2.6,2002.4,RUN
